ENSG00000069493.14	genus.Actinomyces.id.423	Inverse variance weighted	255	0.0941524203813405	0.00730439623911659	5.13573853089176e-38	9.39737436382574e-35	CLEC2D	chr12	9664969	9699555	Transverse
ENSG00000089818.17	genus.Actinomyces.id.423	Inverse variance weighted	25	-0.167992613787075	0.0210221284553508	1.33601609609804e-15	1.2223211263201e-12	NECAP1	chr12	8076939	8097859	Transverse
ENSG00000111684.10	genus.Actinomyces.id.423	Inverse variance weighted	19	-0.246313201621614	0.0424193722695848	6.37463544508823e-09	2.91607698435561e-06	LPCAT3	chr12	6980707	7018510	Transverse
ENSG00000139133.6	genus.Actinomyces.id.423	Inverse variance weighted	6	-0.111879213933859	0.0321923732541029	0.000510219750677675	0.0458040166380701	ALG10	chr12	34024135	34029694	Transverse
ENSG00000139187.9	genus.Actinomyces.id.423	Inverse variance weighted	79	0.194679123475963	0.0109321444894579	6.13106071788547e-71	2.80465372539671e-67	KLRG1	chr12	8950044	9010760	Transverse
ENSG00000150045.11	genus.Actinomyces.id.423	Inverse variance weighted	39	0.156962547781576	0.0146782734757331	1.09137245566792e-26	1.42642379955797e-23	KLRF1	chr12	9827481	9845007	Transverse
ENSG00000164845.16	genus.Actinomyces.id.423	Inverse variance weighted	69	-0.0217311837204656	0.00463436543558403	2.74356979001469e-06	0.00062752300022111	FAM86FP	chr12	8232512	8242948	Transverse
ENSG00000166527.7	genus.Actinomyces.id.423	Inverse variance weighted	68	0.064683743164696	0.00916773255704629	1.71872457933392e-12	1.12318651259472e-09	CLEC4D	chr12	8509475	8522366	Transverse
ENSG00000171860.4	genus.Actinomyces.id.423	Inverse variance weighted	20	0.0835908502303707	0.0217779455547853	0.000123876051152364	0.0166667939998967	C3AR1	chr12	8058302	8066471	Transverse
ENSG00000174437.16	genus.Actinomyces.id.423	Inverse variance weighted	5	0.49901692458822	0.0989119104204289	4.53369441097661e-07	0.00014303024195181	ATP2A2	chr12	110280756	110351090	Transverse
ENSG00000175899.14	genus.Actinomyces.id.423	Inverse variance weighted	100	0.172990604389569	0.00901662770096413	4.87032621158848e-82	4.4558614509823e-78	A2M	chr12	9068183	9116229	Transverse
ENSG00000184293.7	genus.Actinomyces.id.423	Inverse variance weighted	100	-0.071708576680894	0.00926861440833453	1.02022847528762e-14	8.48551847309676e-12	CLECL1	chr12	9715860	9733299	Transverse
ENSG00000204856.11	genus.Actinomyces.id.423	Inverse variance weighted	7	0.179718230028117	0.039535043781606	5.47281155960659e-06	0.0012212378770449	FAM216A	chr12	110468376	110490385	Transverse
